Datetime,Region,Energy Required (MU),Peak Demand (MW),Grid Frequency (Hz)
2023-12-06 22:00:00,Northern Region,380.89,6958.6,50.02
2023-12-06 22:00:00,Western Region,403.03,7349.1,50.02
2023-12-06 22:00:00,Southern Region,347.0,6275.1,49.99
2023-12-06 22:00:00,Eastern Region,183.75,3384.0,50.0
2023-12-06 22:00:00,North-Eastern Region,175.93,3226.8,50.01
2023-12-06 23:00:00,Northern Region,305.62,5578.2,49.98
2023-12-06 23:00:00,Western Region,407.99,7430.5,50.0
2023-12-06 23:00:00,Southern Region,327.3,5935.3,50.0
2023-12-06 23:00:00,Eastern Region,188.37,3411.7,50.0
2023-12-06 23:00:00,North-Eastern Region,155.51,2789.3,50.04
2023-12-07 00:00:00,Northern Region,341.12,6193.5,50.01
2023-12-07 00:00:00,Western Region,372.3,6764.8,50.05
2023-12-07 00:00:00,Southern Region,348.17,6299.9,50.03
2023-12-07 00:00:00,Eastern Region,173.24,3165.2,49.98
2023-12-07 00:00:00,North-Eastern Region,144.5,2593.7,49.99
2023-12-07 01:00:00,Northern Region,315.22,5705.3,49.95
2023-12-07 01:00:00,Western Region,366.28,6697.0,50.04
2023-12-07 01:00:00,Southern Region,319.94,5780.6,49.97
2023-12-07 01:00:00,Eastern Region,156.8,2866.9,49.94
2023-12-07 01:00:00,North-Eastern Region,149.35,2665.7,50.06
2023-12-07 02:00:00,Northern Region,286.97,5226.1,49.98
2023-12-07 02:00:00,Western Region,363.55,6591.5,49.96
2023-12-07 02:00:00,Southern Region,304.99,5527.5,50.0
2023-12-07 02:00:00,Eastern Region,154.22,2780.9,50.0
2023-12-07 02:00:00,North-Eastern Region,173.77,3157.7,49.97
2023-12-07 03:00:00,Northern Region,308.86,5621.7,50.01
2023-12-07 03:00:00,Western Region,376.09,6870.0,50.08
2023-12-07 03:00:00,Southern Region,346.63,6282.6,50.01
2023-12-07 03:00:00,Eastern Region,156.09,2834.3,50.0
2023-12-07 03:00:00,North-Eastern Region,156.76,2883.3,50.03
2023-12-07 04:00:00,Northern Region,328.43,5982.0,49.95
2023-12-07 04:00:00,Western Region,372.42,6832.5,49.97
2023-12-07 04:00:00,Southern Region,322.53,5863.7,49.99
2023-12-07 04:00:00,Eastern Region,157.53,2874.0,49.95
2023-12-07 04:00:00,North-Eastern Region,163.42,3010.4,50.01
2023-12-07 05:00:00,Northern Region,347.04,6313.5,50.05
2023-12-07 05:00:00,Western Region,380.43,6951.7,49.93
2023-12-07 05:00:00,Southern Region,346.86,6289.5,49.99
2023-12-07 05:00:00,Eastern Region,163.84,2975.8,50.0
2023-12-07 05:00:00,North-Eastern Region,198.51,3611.5,49.98
2023-12-07 06:00:00,Northern Region,352.75,6392.9,50.05
2023-12-07 06:00:00,Western Region,404.5,7374.9,49.95
2023-12-07 06:00:00,Southern Region,380.35,6884.7,50.06
2023-12-07 06:00:00,Eastern Region,183.12,3313.1,50.03
2023-12-07 06:00:00,North-Eastern Region,197.53,3556.8,50.03
2023-12-07 07:00:00,Northern Region,395.74,7188.2,49.99
2023-12-07 07:00:00,Western Region,417.05,7641.0,49.99
2023-12-07 07:00:00,Southern Region,394.72,7174.6,49.99
2023-12-07 07:00:00,Eastern Region,183.4,3322.3,50.03
2023-12-07 07:00:00,North-Eastern Region,201.34,3644.7,49.98
2023-12-07 08:00:00,Northern Region,400.99,7221.8,49.98
2023-12-07 08:00:00,Western Region,438.49,7917.6,49.98
2023-12-07 08:00:00,Southern Region,409.85,7424.1,49.99
2023-12-07 08:00:00,Eastern Region,222.2,4080.8,49.94
2023-12-07 08:00:00,North-Eastern Region,199.16,3656.9,50.01
2023-12-07 09:00:00,Northern Region,398.58,7286.7,49.99
2023-12-07 09:00:00,Western Region,479.51,8691.8,50.0
2023-12-07 09:00:00,Southern Region,443.99,8087.3,49.96
2023-12-07 09:00:00,Eastern Region,218.48,3981.2,50.04
2023-12-07 09:00:00,North-Eastern Region,192.47,3532.4,49.92
2023-12-07 10:00:00,Northern Region,458.58,8411.0,49.97
2023-12-07 10:00:00,Western Region,495.82,9056.8,50.03
2023-12-07 10:00:00,Southern Region,435.6,8022.3,50.03
2023-12-07 10:00:00,Eastern Region,229.52,4181.5,50.06
2023-12-07 10:00:00,North-Eastern Region,226.58,4147.0,49.99
2023-12-07 11:00:00,Northern Region,439.59,7988.9,49.99
2023-12-07 11:00:00,Western Region,544.49,9865.5,49.97
2023-12-07 11:00:00,Southern Region,445.62,8117.3,50.05
2023-12-07 11:00:00,Eastern Region,246.05,4512.9,49.99
2023-12-07 11:00:00,North-Eastern Region,237.48,4393.0,50.04
2023-12-07 12:00:00,Northern Region,480.56,8785.4,50.06
2023-12-07 12:00:00,Western Region,528.58,9600.5,49.98
2023-12-07 12:00:00,Southern Region,480.48,8756.1,50.01
2023-12-07 12:00:00,Eastern Region,240.72,4375.7,49.96
2023-12-07 12:00:00,North-Eastern Region,221.55,4033.1,50.0
2023-12-07 13:00:00,Northern Region,495.6,9034.2,49.98
2023-12-07 13:00:00,Western Region,576.23,10470.7,50.0
2023-12-07 13:00:00,Southern Region,482.36,8833.8,49.99
2023-12-07 13:00:00,Eastern Region,247.04,4467.4,50.0
2023-12-07 13:00:00,North-Eastern Region,226.43,4084.5,50.07
2023-12-07 14:00:00,Northern Region,503.83,9243.1,50.06
2023-12-07 14:00:00,Western Region,522.97,9481.7,49.99
2023-12-07 14:00:00,Southern Region,496.3,9011.1,50.02
2023-12-07 14:00:00,Eastern Region,248.93,4553.1,49.98
2023-12-07 14:00:00,North-Eastern Region,231.34,4176.7,50.01
2023-12-07 15:00:00,Northern Region,481.84,8793.6,50.03
2023-12-07 15:00:00,Western Region,541.0,9847.1,49.98
2023-12-07 15:00:00,Southern Region,458.08,8346.9,49.97
2023-12-07 15:00:00,Eastern Region,239.73,4330.7,50.04
2023-12-07 15:00:00,North-Eastern Region,282.77,5150.5,50.05
2023-12-07 16:00:00,Northern Region,482.17,8794.1,50.0
2023-12-07 16:00:00,Western Region,533.0,9672.6,50.07
2023-12-07 16:00:00,Southern Region,445.42,8104.3,50.04
2023-12-07 16:00:00,Eastern Region,235.93,4282.3,50.02
2023-12-07 16:00:00,North-Eastern Region,245.88,4465.4,50.01
2023-12-07 17:00:00,Northern Region,459.12,8342.1,50.0
2023-12-07 17:00:00,Western Region,520.76,9487.1,50.02
2023-12-07 17:00:00,Southern Region,436.69,7964.7,49.99
2023-12-07 17:00:00,Eastern Region,188.78,3403.0,49.99
2023-12-07 17:00:00,North-Eastern Region,225.82,4154.5,50.03
2023-12-07 18:00:00,Northern Region,440.37,7979.2,50.01
2023-12-07 18:00:00,Western Region,482.37,8785.3,50.04
2023-12-07 18:00:00,Southern Region,430.54,7802.1,49.98
2023-12-07 18:00:00,Eastern Region,217.59,4004.1,50.04
2023-12-07 18:00:00,North-Eastern Region,219.68,3980.3,49.93
2023-12-07 19:00:00,Northern Region,442.01,8010.8,50.01
2023-12-07 19:00:00,Western Region,461.55,8390.5,50.05
2023-12-07 19:00:00,Southern Region,411.58,7465.4,50.04
2023-12-07 19:00:00,Eastern Region,192.16,3523.6,50.01
2023-12-07 19:00:00,North-Eastern Region,198.93,3601.6,50.07
2023-12-07 20:00:00,Northern Region,399.62,7267.9,50.01
2023-12-07 20:00:00,Western Region,460.02,8360.5,49.95
2023-12-07 20:00:00,Southern Region,365.96,6637.0,49.99
2023-12-07 20:00:00,Eastern Region,189.8,3456.1,49.94
2023-12-07 20:00:00,North-Eastern Region,198.95,3602.8,49.98
2023-12-07 21:00:00,Northern Region,375.9,6845.8,50.06
2023-12-07 21:00:00,Western Region,445.27,8066.1,49.95
2023-12-07 21:00:00,Southern Region,374.78,6830.0,50.06
2023-12-07 21:00:00,Eastern Region,208.6,3809.9,50.01
2023-12-07 21:00:00,North-Eastern Region,184.99,3354.3,49.99
2023-12-07 22:00:00,Northern Region,371.36,6802.2,49.95
2023-12-07 22:00:00,Western Region,393.24,7136.1,50.01
2023-12-07 22:00:00,Southern Region,373.56,6734.9,50.02
2023-12-07 22:00:00,Eastern Region,177.17,3227.8,50.04
2023-12-07 22:00:00,North-Eastern Region,185.41,3354.6,49.94
2023-12-07 23:00:00,Northern Region,348.24,6330.7,50.04
2023-12-07 23:00:00,Western Region,385.98,7018.5,50.02
2023-12-07 23:00:00,Southern Region,350.42,6379.2,50.0
2023-12-07 23:00:00,Eastern Region,133.73,2441.3,50.03
2023-12-07 23:00:00,North-Eastern Region,153.23,2711.2,50.0
2023-12-08 00:00:00,Northern Region,332.69,6107.1,49.98
2023-12-08 00:00:00,Western Region,377.48,6916.5,50.02
2023-12-08 00:00:00,Southern Region,335.33,6137.4,49.97
2023-12-08 00:00:00,Eastern Region,163.0,2977.2,50.01
2023-12-08 00:00:00,North-Eastern Region,159.6,2938.1,50.02
2023-12-08 01:00:00,Northern Region,298.39,5427.2,49.99
2023-12-08 01:00:00,Western Region,386.7,7065.3,49.99
2023-12-08 01:00:00,Southern Region,339.7,6193.9,50.03
2023-12-08 01:00:00,Eastern Region,163.74,2940.2,49.96
2023-12-08 01:00:00,North-Eastern Region,166.77,3012.1,49.95
2023-12-08 02:00:00,Northern Region,336.37,6125.5,49.99
2023-12-08 02:00:00,Western Region,367.26,6669.7,49.96
2023-12-08 02:00:00,Southern Region,332.68,6083.7,49.99
2023-12-08 02:00:00,Eastern Region,149.8,2716.6,50.08
2023-12-08 02:00:00,North-Eastern Region,148.89,2660.1,50.05
2023-12-08 03:00:00,Northern Region,322.55,5814.4,49.98
2023-12-08 03:00:00,Western Region,385.64,7014.8,49.98
2023-12-08 03:00:00,Southern Region,326.84,5943.7,50.02
2023-12-08 03:00:00,Eastern Region,152.2,2767.4,50.0
2023-12-08 03:00:00,North-Eastern Region,186.15,3456.1,50.03
2023-12-08 04:00:00,Northern Region,307.7,5600.8,50.06
2023-12-08 04:00:00,Western Region,355.89,6465.2,50.01
2023-12-08 04:00:00,Southern Region,340.69,6168.7,49.98
2023-12-08 04:00:00,Eastern Region,190.73,3518.8,50.02
2023-12-08 04:00:00,North-Eastern Region,178.44,3277.2,49.94
2023-12-08 05:00:00,Northern Region,333.42,6100.2,49.99
2023-12-08 05:00:00,Western Region,399.19,7275.6,49.99
2023-12-08 05:00:00,Southern Region,366.93,6675.2,50.05
2023-12-08 05:00:00,Eastern Region,177.45,3254.3,49.99
2023-12-08 05:00:00,North-Eastern Region,173.11,3216.4,50.04
2023-12-08 06:00:00,Northern Region,371.77,6755.4,50.06
2023-12-08 06:00:00,Western Region,371.91,6739.4,50.03
2023-12-08 06:00:00,Southern Region,345.88,6307.8,50.03
2023-12-08 06:00:00,Eastern Region,201.36,3639.2,50.0
2023-12-08 06:00:00,North-Eastern Region,162.84,2957.6,49.96
2023-12-08 07:00:00,Northern Region,362.79,6653.7,49.94
2023-12-08 07:00:00,Western Region,402.12,7315.2,49.96
2023-12-08 07:00:00,Southern Region,389.78,7101.5,49.99
2023-12-08 07:00:00,Eastern Region,199.87,3662.2,50.03
2023-12-08 07:00:00,North-Eastern Region,215.29,3955.2,49.97
2023-12-08 08:00:00,Northern Region,422.46,7729.6,50.04
2023-12-08 08:00:00,Western Region,460.51,8386.3,50.04
2023-12-08 08:00:00,Southern Region,404.48,7331.0,50.01
2023-12-08 08:00:00,Eastern Region,219.13,3971.1,49.97
2023-12-08 08:00:00,North-Eastern Region,224.27,4015.9,50.06
2023-12-08 09:00:00,Northern Region,436.41,7931.8,50.08
2023-12-08 09:00:00,Western Region,489.51,8895.6,49.96
2023-12-08 09:00:00,Southern Region,425.07,7737.9,50.03
2023-12-08 09:00:00,Eastern Region,217.49,3963.3,50.06
2023-12-08 09:00:00,North-Eastern Region,227.31,4103.2,49.97
2023-12-08 10:00:00,Northern Region,443.11,8054.5,49.98
2023-12-08 10:00:00,Western Region,491.15,8956.9,50.02
2023-12-08 10:00:00,Southern Region,441.45,8031.6,50.0
2023-12-08 10:00:00,Eastern Region,199.04,3594.7,50.01
2023-12-08 10:00:00,North-Eastern Region,201.19,3739.8,49.99
2023-12-08 11:00:00,Northern Region,460.73,8453.8,49.98
2023-12-08 11:00:00,Western Region,512.05,9390.2,49.93
2023-12-08 11:00:00,Southern Region,447.41,8114.7,49.97
2023-12-08 11:00:00,Eastern Region,232.31,4283.1,49.98
2023-12-08 11:00:00,North-Eastern Region,214.98,3975.4,50.03
2023-12-08 12:00:00,Northern Region,475.51,8628.3,50.06
2023-12-08 12:00:00,Western Region,541.28,9874.1,50.01
2023-12-08 12:00:00,Southern Region,478.2,8725.3,49.96
2023-12-08 12:00:00,Eastern Region,225.91,4083.3,50.03
2023-12-08 12:00:00,North-Eastern Region,238.29,4336.6,50.01
2023-12-08 13:00:00,Northern Region,482.06,8825.2,50.05
2023-12-08 13:00:00,Western Region,527.23,9543.5,50.0
2023-12-08 13:00:00,Southern Region,450.15,8169.2,50.0
2023-12-08 13:00:00,Eastern Region,253.93,4623.6,49.96
2023-12-08 13:00:00,North-Eastern Region,223.48,4035.8,50.03
2023-12-08 14:00:00,Northern Region,468.14,8437.2,49.98
2023-12-08 14:00:00,Western Region,532.95,9708.0,50.0
2023-12-08 14:00:00,Southern Region,499.23,9095.2,49.94
2023-12-08 14:00:00,Eastern Region,223.21,4071.3,49.99
2023-12-08 14:00:00,North-Eastern Region,240.97,4355.4,49.98
2023-12-08 15:00:00,Northern Region,454.34,8253.4,50.03
2023-12-08 15:00:00,Western Region,532.01,9667.4,50.01
2023-12-08 15:00:00,Southern Region,462.07,8400.0,50.03
2023-12-08 15:00:00,Eastern Region,226.91,4122.8,49.97
2023-12-08 15:00:00,North-Eastern Region,246.85,4486.5,49.98
2023-12-08 16:00:00,Northern Region,438.13,7941.7,49.94
2023-12-08 16:00:00,Western Region,551.87,10041.6,49.89
2023-12-08 16:00:00,Southern Region,461.4,8423.1,50.07
2023-12-08 16:00:00,Eastern Region,219.08,3990.1,49.98
2023-12-08 16:00:00,North-Eastern Region,224.25,4090.2,49.92
2023-12-08 17:00:00,Northern Region,442.1,8066.3,49.94
2023-12-08 17:00:00,Western Region,514.01,9393.1,50.04
2023-12-08 17:00:00,Southern Region,455.69,8300.9,50.05
2023-12-08 17:00:00,Eastern Region,205.86,3734.9,49.99
2023-12-08 17:00:00,North-Eastern Region,228.6,4157.1,49.98
2023-12-08 18:00:00,Northern Region,433.72,7878.4,50.01
2023-12-08 18:00:00,Western Region,498.73,9147.2,49.98
2023-12-08 18:00:00,Southern Region,470.67,8583.8,50.02
2023-12-08 18:00:00,Eastern Region,231.67,4207.7,50.06
2023-12-08 18:00:00,North-Eastern Region,227.28,4179.8,49.93
2023-12-08 19:00:00,Northern Region,425.45,7700.2,49.98
2023-12-08 19:00:00,Western Region,500.72,9171.5,49.95
2023-12-08 19:00:00,Southern Region,393.0,7126.6,49.94
2023-12-08 19:00:00,Eastern Region,205.85,3706.6,50.05
2023-12-08 19:00:00,North-Eastern Region,181.35,3320.4,49.94
2023-12-08 20:00:00,Northern Region,400.86,7322.2,50.04
2023-12-08 20:00:00,Western Region,431.96,7843.3,49.97
2023-12-08 20:00:00,Southern Region,379.28,6889.6,49.97
2023-12-08 20:00:00,Eastern Region,188.35,3418.2,50.0
2023-12-08 20:00:00,North-Eastern Region,212.5,3834.3,50.01
2023-12-08 21:00:00,Northern Region,403.36,7369.3,49.96
2023-12-08 21:00:00,Western Region,431.32,7860.4,49.93
2023-12-08 21:00:00,Southern Region,384.13,6965.5,50.01
2023-12-08 21:00:00,Eastern Region,180.55,3280.1,50.06
2023-12-08 21:00:00,North-Eastern Region,207.37,3801.9,49.96
2023-12-08 22:00:00,Northern Region,356.39,6498.0,50.06
2023-12-08 22:00:00,Western Region,421.94,7706.8,49.96
2023-12-08 22:00:00,Southern Region,329.29,5953.0,49.98
2023-12-08 22:00:00,Eastern Region,168.91,3092.0,50.02
2023-12-08 22:00:00,North-Eastern Region,147.46,2681.2,49.89
2023-12-08 23:00:00,Northern Region,339.36,6167.0,50.06
2023-12-08 23:00:00,Western Region,391.06,7124.9,49.98
2023-12-08 23:00:00,Southern Region,344.2,6285.4,50.05
2023-12-08 23:00:00,Eastern Region,155.43,2821.6,49.98
2023-12-08 23:00:00,North-Eastern Region,146.37,2631.0,49.92
2023-12-09 00:00:00,Northern Region,337.38,6192.9,50.01
2023-12-09 00:00:00,Western Region,353.88,6475.9,49.99
2023-12-09 00:00:00,Southern Region,323.18,5859.6,49.98
2023-12-09 00:00:00,Eastern Region,170.43,3100.6,49.99
2023-12-09 00:00:00,North-Eastern Region,181.85,3327.1,50.02
2023-12-09 01:00:00,Northern Region,314.73,5695.2,50.0
2023-12-09 01:00:00,Western Region,336.36,6117.2,50.03
2023-12-09 01:00:00,Southern Region,310.31,5651.3,50.02
2023-12-09 01:00:00,Eastern Region,164.82,3004.2,50.02
2023-12-09 01:00:00,North-Eastern Region,157.09,2887.2,50.0
2023-12-09 02:00:00,Northern Region,335.44,6104.0,49.93
2023-12-09 02:00:00,Western Region,363.18,6593.7,50.0
2023-12-09 02:00:00,Southern Region,339.25,6112.4,49.99
2023-12-09 02:00:00,Eastern Region,151.66,2750.0,50.08
2023-12-09 02:00:00,North-Eastern Region,157.18,2862.3,50.01
2023-12-09 03:00:00,Northern Region,337.91,6115.1,49.99
2023-12-09 03:00:00,Western Region,343.92,6263.4,49.95
2023-12-09 03:00:00,Southern Region,324.77,5968.2,50.05
2023-12-09 03:00:00,Eastern Region,157.09,2847.6,49.96
2023-12-09 03:00:00,North-Eastern Region,153.93,2761.9,49.97
2023-12-09 04:00:00,Northern Region,319.74,5832.4,50.01
2023-12-09 04:00:00,Western Region,368.7,6737.4,50.06
2023-12-09 04:00:00,Southern Region,341.32,6231.4,50.05
2023-12-09 04:00:00,Eastern Region,161.91,2948.2,50.0
2023-12-09 04:00:00,North-Eastern Region,158.69,2887.1,49.96
2023-12-09 05:00:00,Northern Region,374.16,6831.0,49.95
2023-12-09 05:00:00,Western Region,396.01,7194.3,49.99
2023-12-09 05:00:00,Southern Region,315.15,5733.1,49.96
2023-12-09 05:00:00,Eastern Region,176.5,3201.4,49.98
2023-12-09 05:00:00,North-Eastern Region,174.08,3178.6,49.98
2023-12-09 06:00:00,Northern Region,347.1,6305.1,50.03
2023-12-09 06:00:00,Western Region,393.15,7142.9,50.04
2023-12-09 06:00:00,Southern Region,375.44,6883.3,49.97
2023-12-09 06:00:00,Eastern Region,190.9,3444.5,50.06
2023-12-09 06:00:00,North-Eastern Region,174.12,3139.1,50.03
2023-12-09 07:00:00,Northern Region,387.1,7056.4,50.01
2023-12-09 07:00:00,Western Region,437.41,7940.7,50.03
2023-12-09 07:00:00,Southern Region,400.32,7286.9,49.98
2023-12-09 07:00:00,Eastern Region,199.44,3624.3,50.06
2023-12-09 07:00:00,North-Eastern Region,193.57,3549.8,49.95
2023-12-09 08:00:00,Northern Region,387.44,7066.6,50.02
2023-12-09 08:00:00,Western Region,428.34,7778.6,49.99
2023-12-09 08:00:00,Southern Region,406.05,7380.6,50.03
2023-12-09 08:00:00,Eastern Region,214.32,3904.9,49.94
2023-12-09 08:00:00,North-Eastern Region,209.93,3776.7,50.01
2023-12-09 09:00:00,Northern Region,414.19,7552.7,50.05
2023-12-09 09:00:00,Western Region,485.36,8797.9,49.97
2023-12-09 09:00:00,Southern Region,413.14,7585.5,49.97
2023-12-09 09:00:00,Eastern Region,215.26,3885.5,49.99
2023-12-09 09:00:00,North-Eastern Region,186.72,3407.2,50.01
2023-12-09 10:00:00,Northern Region,428.13,7822.3,50.01
2023-12-09 10:00:00,Western Region,488.57,8919.3,50.01
2023-12-09 10:00:00,Southern Region,442.37,8006.5,50.02
2023-12-09 10:00:00,Eastern Region,216.71,3987.4,50.01
2023-12-09 10:00:00,North-Eastern Region,239.86,4350.5,50.01
2023-12-09 11:00:00,Northern Region,442.09,8050.4,49.97
2023-12-09 11:00:00,Western Region,520.71,9496.5,50.04
2023-12-09 11:00:00,Southern Region,435.95,7959.0,50.02
2023-12-09 11:00:00,Eastern Region,222.98,4023.2,50.0
2023-12-09 11:00:00,North-Eastern Region,229.29,4126.0,50.0
2023-12-09 12:00:00,Northern Region,471.42,8561.7,50.01
2023-12-09 12:00:00,Western Region,515.54,9358.7,49.98
2023-12-09 12:00:00,Southern Region,456.5,8293.6,50.04
2023-12-09 12:00:00,Eastern Region,225.76,4150.4,50.06
2023-12-09 12:00:00,North-Eastern Region,228.78,4172.5,49.96
2023-12-09 13:00:00,Northern Region,449.14,8230.2,49.95
2023-12-09 13:00:00,Western Region,559.62,10212.3,50.01
2023-12-09 13:00:00,Southern Region,489.3,8873.1,49.96
2023-12-09 13:00:00,Eastern Region,229.46,4149.2,49.98
2023-12-09 13:00:00,North-Eastern Region,261.28,4723.7,49.97
2023-12-09 14:00:00,Northern Region,485.66,8828.2,50.02
2023-12-09 14:00:00,Western Region,542.93,9869.9,49.97
2023-12-09 14:00:00,Southern Region,491.54,8936.0,49.97
2023-12-09 14:00:00,Eastern Region,270.97,4928.1,50.04
2023-12-09 14:00:00,North-Eastern Region,230.43,4123.5,49.98
2023-12-09 15:00:00,Northern Region,471.76,8618.0,50.06
2023-12-09 15:00:00,Western Region,538.17,9825.7,50.04
2023-12-09 15:00:00,Southern Region,488.69,8841.0,49.99
2023-12-09 15:00:00,Eastern Region,241.17,4377.6,50.0
2023-12-09 15:00:00,North-Eastern Region,229.44,4224.7,49.99
2023-12-09 16:00:00,Northern Region,449.48,8227.1,49.97
2023-12-09 16:00:00,Western Region,521.1,9496.1,50.06
2023-12-09 16:00:00,Southern Region,462.77,8443.3,49.95
2023-12-09 16:00:00,Eastern Region,224.51,4068.5,49.97
2023-12-09 16:00:00,North-Eastern Region,249.0,4556.5,50.04
2023-12-09 17:00:00,Northern Region,468.04,8497.5,50.01
2023-12-09 17:00:00,Western Region,507.82,9300.1,49.95
2023-12-09 17:00:00,Southern Region,462.93,8401.3,49.99
2023-12-09 17:00:00,Eastern Region,248.27,4453.3,49.95
2023-12-09 17:00:00,North-Eastern Region,229.37,4173.8,49.95
2023-12-09 18:00:00,Northern Region,437.98,8016.1,50.01
2023-12-09 18:00:00,Western Region,502.98,9182.7,49.95
2023-12-09 18:00:00,Southern Region,415.92,7570.2,49.98
2023-12-09 18:00:00,Eastern Region,236.5,4316.5,49.94
2023-12-09 18:00:00,North-Eastern Region,205.64,3683.4,50.03
2023-12-09 19:00:00,Northern Region,408.46,7469.9,50.02
2023-12-09 19:00:00,Western Region,493.61,8930.4,50.04
2023-12-09 19:00:00,Southern Region,424.22,7648.8,49.94
2023-12-09 19:00:00,Eastern Region,201.85,3641.8,49.96
2023-12-09 19:00:00,North-Eastern Region,203.08,3705.2,49.94
2023-12-09 20:00:00,Northern Region,362.4,6565.0,50.05
2023-12-09 20:00:00,Western Region,465.34,8445.7,50.07
2023-12-09 20:00:00,Southern Region,419.57,7650.8,49.99
2023-12-09 20:00:00,Eastern Region,217.4,3941.1,50.01
2023-12-09 20:00:00,North-Eastern Region,214.71,3910.2,50.1
2023-12-09 21:00:00,Northern Region,391.06,7094.7,50.04
2023-12-09 21:00:00,Western Region,438.13,7980.5,50.05
2023-12-09 21:00:00,Southern Region,359.04,6514.3,49.98
2023-12-09 21:00:00,Eastern Region,185.53,3350.7,49.95
2023-12-09 21:00:00,North-Eastern Region,212.68,3896.1,50.02
2023-12-09 22:00:00,Northern Region,361.09,6562.7,50.01
2023-12-09 22:00:00,Western Region,424.27,7743.2,50.01
2023-12-09 22:00:00,Southern Region,368.14,6699.3,49.97
2023-12-09 22:00:00,Eastern Region,165.02,3023.7,50.05
2023-12-09 22:00:00,North-Eastern Region,149.43,2693.3,49.97
2023-12-09 23:00:00,Northern Region,349.1,6358.2,49.99
2023-12-09 23:00:00,Western Region,391.71,7112.4,49.92
2023-12-09 23:00:00,Southern Region,351.02,6397.3,49.95
2023-12-09 23:00:00,Eastern Region,158.39,2875.2,49.98
2023-12-09 23:00:00,North-Eastern Region,164.89,3040.1,50.06
2023-12-10 00:00:00,Northern Region,335.72,6099.3,50.06
2023-12-10 00:00:00,Western Region,374.34,6818.3,49.98
2023-12-10 00:00:00,Southern Region,333.92,6060.0,49.96
2023-12-10 00:00:00,Eastern Region,166.22,2991.1,50.0
2023-12-10 00:00:00,North-Eastern Region,166.59,3027.6,49.99
2023-12-10 01:00:00,Northern Region,294.33,5335.5,50.02
2023-12-10 01:00:00,Western Region,367.37,6671.1,49.98
2023-12-10 01:00:00,Southern Region,318.92,5802.8,50.08
2023-12-10 01:00:00,Eastern Region,153.07,2793.5,49.94
2023-12-10 01:00:00,North-Eastern Region,170.96,3135.5,50.01
2023-12-10 02:00:00,Northern Region,334.49,6082.0,50.01
2023-12-10 02:00:00,Western Region,352.92,6384.9,49.97
2023-12-10 02:00:00,Southern Region,303.57,5537.2,50.0
2023-12-10 02:00:00,Eastern Region,141.43,2589.5,50.08
2023-12-10 02:00:00,North-Eastern Region,137.71,2506.3,49.98
2023-12-10 03:00:00,Northern Region,331.39,6054.4,50.01
2023-12-10 03:00:00,Western Region,355.44,6474.1,49.94
2023-12-10 03:00:00,Southern Region,319.92,5763.0,50.04
2023-12-10 03:00:00,Eastern Region,163.72,3012.3,50.04
2023-12-10 03:00:00,North-Eastern Region,183.46,3355.4,50.03
2023-12-10 04:00:00,Northern Region,327.13,5937.8,49.98
2023-12-10 04:00:00,Western Region,361.33,6612.3,49.94
2023-12-10 04:00:00,Southern Region,341.09,6196.1,49.99
2023-12-10 04:00:00,Eastern Region,184.04,3347.0,49.95
2023-12-10 04:00:00,North-Eastern Region,159.48,2899.0,50.01
2023-12-10 05:00:00,Northern Region,358.96,6494.0,50.07
2023-12-10 05:00:00,Western Region,345.43,6334.1,49.97
2023-12-10 05:00:00,Southern Region,348.01,6351.8,50.07
2023-12-10 05:00:00,Eastern Region,151.26,2795.4,49.97
2023-12-10 05:00:00,North-Eastern Region,190.7,3467.3,49.99
2023-12-10 06:00:00,Northern Region,363.73,6578.1,50.05
2023-12-10 06:00:00,Western Region,400.11,7335.1,50.06
2023-12-10 06:00:00,Southern Region,344.46,6275.3,50.01
2023-12-10 06:00:00,Eastern Region,196.76,3555.4,49.96
2023-12-10 06:00:00,North-Eastern Region,174.42,3166.7,49.94
2023-12-10 07:00:00,Northern Region,385.86,7005.4,50.03
2023-12-10 07:00:00,Western Region,409.0,7379.6,50.04
2023-12-10 07:00:00,Southern Region,375.4,6858.3,50.0
2023-12-10 07:00:00,Eastern Region,170.89,3083.6,49.99
2023-12-10 07:00:00,North-Eastern Region,174.33,3094.3,50.01
2023-12-10 08:00:00,Northern Region,416.22,7639.7,49.93
2023-12-10 08:00:00,Western Region,453.76,8245.3,49.99
2023-12-10 08:00:00,Southern Region,376.73,6802.2,50.1
2023-12-10 08:00:00,Eastern Region,212.75,3870.0,49.96
2023-12-10 08:00:00,North-Eastern Region,229.75,4119.5,50.05
2023-12-10 09:00:00,Northern Region,410.15,7492.9,50.01
2023-12-10 09:00:00,Western Region,473.94,8658.2,50.0
2023-12-10 09:00:00,Southern Region,392.94,7149.8,49.99
2023-12-10 09:00:00,Eastern Region,214.84,3926.2,49.98
2023-12-10 09:00:00,North-Eastern Region,196.09,3631.9,50.01
2023-12-10 10:00:00,Northern Region,447.65,8149.1,50.08
2023-12-10 10:00:00,Western Region,499.93,9113.1,49.97
2023-12-10 10:00:00,Southern Region,415.97,7551.7,49.99
2023-12-10 10:00:00,Eastern Region,264.43,4778.0,49.96
2023-12-10 10:00:00,North-Eastern Region,250.54,4551.6,49.91
2023-12-10 11:00:00,Northern Region,460.99,8384.9,50.09
2023-12-10 11:00:00,Western Region,483.23,8786.6,50.03
2023-12-10 11:00:00,Southern Region,451.51,8259.1,49.96
